"","text","score"
"1622","me try to cheer up one of my b friend that live in cali fafbedefbfis it possible to forget how to pleasure yourself ffa coronavirus covid meme fun memesdaily californialockdown positivity realquestions love california",0.125
"1623","if you want to kill coronavirus eacefbf ffaaffaa",0.389
"1624","eea stay at home if you have a cough or fever mate you can have coronavirus and be spread it for day before you start to play symptom you need to tell people to stay home period why arent you listen to who other country ahead of u in the curve",0.147
"1625","unprecedented time lyle watters president sou america eeaefbfcompany to temporarily shut down production at plant in brazil and argentina in response to the grow impact of coronavirus",0.147
"1626","everyone ethical in america and especial northcarolina so aghast a publican like burr false assure the public about coronavirus prepared sell stock and fit from patient sufferingec law trade stock stock golf tire fish cat nurse doctor",0.407
"1627","guy do hear me out the corona virus i kind of a home wreck am i wrongffabedeefbfcoronavirus",0.125
"1628","film of fantasticbeasts ha been postpone till june at the early it i not known if this will affect the tend lease in november it shouldnet do judelaw eddieredmayne johnnydepp katherinewaterston coronavirus liverpool wizard fantasy ezramiller ffaedeefbf",0.125
"1629","a neighbour who i a doctor who say some doctor are labelling every death a a death from coronavirus to save time and paperwork figure are distort and i personal do not believe that china ha no new case anything to save their economyffa coronavirus bbc eacefbf",0.389
"1630","you are not alone ites a typo we are all one edaefbf selfisolating covid socialdistanacing quarentinelife fridaythoughts coronavirus conviduk",0.746
"1631","what the b way to engage student at home in a time of coronavirus get them to apply for google summer internship google summer of code eaaefbf usd stipend link",0.177
"1632","bobby do social distance right ec swerve coronavirus fab",0.407
"1633","hygiene edaefbf our entrance mat are machine wash up to degree help you to keep your mat hygienically clean",0.746
"1634","fridaysforfuture a friend from australia sent me this beautiful writ please read it every time you feel sad about this virus situate stay strong edaefbf i this the gold age ive been wait for fcfcefefcd",0.746
"1635","tip from whoffd take care stay healthy keep strongffaa protect yourself and other from getting sick we believe the epidemic will be overcomed sooneefbfkeep fightingffaa coronavirus covid coronarvirusitalia virus",0.465
"1636","protect your self and love once from corona virus coronaviruspandemic coronavirusoutbreakeaaefbf corvid coronavirus covid cough virus",-0.066
"1637","now pollute eefbflevels are low canal are clear wildlifefafafa i roam free a protect area are closedffaab which mean we are the virus the earth caught",0
"1638","first day of work from home for the next dayseaefbf nothing rose for it ffccorona ba lockdown virus airline britishairways foxbar",-0.033
"1639","i pray of the world god the world need you help all the people who are suffer and dye in all part of the world i believe in you you are the cure fefcedaefbfadf prayfortheworld hope virus help backstreetboys nsync istayhome washyourhands lavatusmanos oracion",0.746
"1640","ffbffbffb stock ply disposable face mask ready to ship ffb whatsappefbcaedaefbfinstalove love facemask mask disposablefacemask disposablefacemasksforsale safe virus facialmask facialmasks ncp afterhours china theweeknd wayswithjackson provadolcadder",0.746
"1641","pray and do not be afraid when the net grid goes down trumpet in zion fafcfbc rejoice glory hallelujah and there i no virus fafcfbcedaefbf",0.746
"1642","i find it very suspicious how and create a channel all about death so close to when the virus start appear i wouldnt be surprise if zombie start walk the day it delete no wonder they dont want anyone save the evidence efbffea",0
"1643","edaefbf this scene so much matrix overpopulate virus coronavirus childfree nokids",0.746
"1644","eaefbfebcefbflisten up everyoneebcefbfeaefbf we have been just form that theres an unknown virus that i attack all club symptom have been said to be heavy breathin wild dancin coughin so when you hear da sound ebcefbfrun cover mothafeaefbfckerebcefbf ffbffbffbffbffbffbffbffbffbffbffbffb",0.657
"1645","just keep the faith folk f covid covid coronavirus covcbd corona covid covid covid virus quarantine socialdistancing cuarentena stayathome covid fitlife coronavcadrus freeproducts free fastshippingffaffabecefbf getyoursnow sanitize buy",0.415
"1646","stopping the virusfdecf virus coronavirus computer flu pcgamer funny comedyshow comedy skit series animations meme imagine drama",0.463
"1647","come back tomorrow night and try it again eefbf laserman pureenergycomics littlerichardfanpage coronavirusmemesf virus cantcomein keepknocking youcantcomein quarantine comicbooksea",0.465
"1648","lasermanea use ultraviolet light eefbf laserman pureenergycomics littlerichardfanpage coronavirusmemesf virus cantcomein keepknocking youcantcomein quarantine comicbooks comicbookartistea",0.465
"1649","keep ae knockine but you canet come in eefbf laserman pureenergycomics littlerichardfanpage coronavirusmemesf virus cantcomein keepknocking youcantcomein quarantine comicbooksea",0.465
"1650","this bitch jus ask me to let h borrow a till h virus ffaa check come fafbedefbf",0.125
"1651","letes spread some more love to italy that i what we need right now caro mio ben giordani ffbaffbffaeffbffebedaefbf unity together love usa italy quarantine coronavirus virus lockdown kind opera forzaitalia musica canto",0.746
"1652","the must have some kind of evil insidertrading virus fafbcedefbf",0.125
"1653","whaat you can not actual believe this corona didnet come from china your a nutter suzy the world know it i a chinese virus thnk god prestrump was wise enough to ban chinese ecefbf when he did australia love him ffbaffbffaffbaffbaffbffaffbaffbaffb",0.415
"1654","prevent corona from spread stay hygienic stay safeedaefbf coronaextra coronaviruspandemic corona coronavirusoutbreak corvid covid coronavirus cough virus fight staysafe youareblessed",0.746
"1655","ffaaeaaefbfspring i here but so i the virus below are some tip on how to handle it stay safe letes flatten the curve",0.177
"1656","jeff you need to wake up yourself kept ecefbf load of people from enter the u back in ear february the leftist media label him ecracisted or ecxenophobiced he likely save a lot of people from getting the china wuhan virus",0.415
"1657","thefive play partisanpolitics with the virus that originate in china give u the couldeve wouldeve shouldeve analogy about time this chinesevirus came to u without warn eaaefbf trump ha been spectacular with the response maga kag",-0.066
"1658","the folk at know what theyre do need help organize your workplace in the face of covid coronavirus eca heres their list of source",0.429
"1659","the uk food and hospitality industry need your custom more now than ever before stay out of the supermarket they can weather this storm we need you fedaefbf bristol bristolfood covid",0.746
"1660","it official shutdowndc end of april the new norm i telework digital social connect eacefbf facetime with family friend colleague etc for someone that love eface to facee catch up i am change my behavior mindset for publichealth covid coronavirus",0.286
"1661","thread eacefbf covid ableg",0.389
"1662","thank god, it friday right so we are social distancingffafedeefbfaway the stress from this week by have a house party join u with our stress free from covid playlist ffeb",0.125
